kode_transaksi,nominal,tanggal_transaksi,customer_id,product_id,product_name,product_category,total_transaksi,margin,status_transaksi
2383040,107764,05/09/2023,6278,PLN,PLN,PLN Pascabayar,107764,11,PAID
2383046,70761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383056,192110,05/09/2023,21259,PLN,PLN,PLN Pascabayar,192110,11,PAID
2383063,34596,05/09/2023,3353,PLN,PLN,PLN Pascabayar,34596,11,PAID
2383065,35761,05/09/2023,19901,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2383068,82561,05/09/2023,3353,PAMKCRB,PDAM Tirta Jati Kab. Cirebon,PDAM,82561,11,PAID
2383083,191542,05/09/2023,21259,PLN,PLN,PLN Pascabayar,191542,11,PAID
2383094,64545,05/09/2023,3773,PLN,PLN,PLN Pascabayar,64545,11,PAID
2383098,53655,05/09/2023,3773,PLN,PLN,PLN Pascabayar,53655,11,PAID
2383106,10725,05/09/2023,21259,PLN,PLN,PLN Pascabayar,10725,11,PAID
2383107,70761,05/09/2023,20387,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383115,46577,05/09/2023,3773,PLN,PLN,PLN Pascabayar,46577,11,PAID
2383119,36776,05/09/2023,3773,PLN,PLN,PLN Pascabayar,36776,11,PAID
2383123,57670,05/09/2023,3244,PLN,PLN,PLN Pascabayar,57670,11,PAID
2383125,197585,05/09/2023,5148,PLN,PLN,PLN Pascabayar,197585,11,PAID
2383134,57231,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,57231,11,PAID
2383136,45200,05/09/2023,3773,PLN,PLN,PLN Pascabayar,45200,11,PAID
2383138,94251,05/09/2023,5148,TELKOM,Telkom,Telkom,94251,11,PAID
2383142,314531,05/09/2023,5148,TELKOM,Telkom,Telkom,314531,11,PAID
2383145,366511,05/09/2023,3873,TELKOM,Telkom,Telkom,366511,11,PAID
2383148,166811,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,166811,11,PAID
2383155,87961,05/09/2023,21259,PAMKSDJ,PDAM Sidoarjo,PDAM,87961,11,PAID
2383157,51661,05/09/2023,21259,PAMKSDJ,PDAM Sidoarjo,PDAM,51661,11,PAID
2383159,62143,05/09/2023,3353,PLN,PLN,PLN Pascabayar,62143,11,PAID
2383167,160405,05/09/2023,3062,PLN,PLN,PLN Pascabayar,160405,11,PAID
2383169,36231,05/09/2023,2217,PLN,PLN,PLN Pascabayar,36231,11,PAID
2383182,46804,05/09/2023,3773,PLN,PLN,PLN Pascabayar,46804,11,PAID
2383189,71061,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,71061,11,PAID
2383195,140761,05/09/2023,19901,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2383198,395227,05/09/2023,3773,PAMSMD,PDAM Kota Samarinda,PDAM,395227,11,PAID
2383219,82041,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,82041,11,PAID
2383225,108827,05/09/2023,3773,PLN,PLN,PLN Pascabayar,108827,11,PAID
2383234,482177,05/09/2023,3287,PLN,PLN,PLN Pascabayar,482177,11,PAID
2383242,257692,05/09/2023,3773,PLN,PLN,PLN Pascabayar,257692,11,PAID
2383244,14184,05/09/2023,21259,PLN,PLN,PLN Pascabayar,14184,11,PAID
2383246,202155,05/09/2023,3873,PLN,PLN,PLN Pascabayar,202155,11,PAID
2383250,290111,05/09/2023,3773,TELKOM,Telkom,Telkom,290111,11,PAID
2383252,185147,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,185147,11,PAID
2383258,57467,05/09/2023,21259,PLN,PLN,PLN Pascabayar,57467,11,PAID
2383260,70761,05/09/2023,3873,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383262,259691,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,259691,11,PAID
2383265,58262,05/09/2023,23012,PLN,PLN,PLN Pascabayar,58262,11,PAID
2383271,64749,05/09/2023,21259,PLN,PLN,PLN Pascabayar,64749,11,PAID
2383277,175761,05/09/2023,1899,BPJSKS,BPJS Kesehatan,BPJS,175761,11,PAID
2383278,397781,05/09/2023,3773,TELKOM,Telkom,Telkom,397781,11,PAID
2383286,38954,05/09/2023,3773,PLN,PLN,PLN Pascabayar,38954,11,PAID
2383287,68961,05/09/2023,3773,PAMKNGN,PDAM Kab. Kuningan,PDAM,68961,11,PAID
2383292,149561,05/09/2023,20387,PAMBKS,PDAM Kota Bekasi,PDAM,149561,11,PAID
2383298,85236,05/09/2023,4295,PLN,PLN,PLN Pascabayar,85236,11,PAID
2383299,126437,05/09/2023,19577,PAMKKDS,PDAM Kab. Kudus,PDAM,126437,11,PAID
2383305,218639,05/09/2023,3773,PLN,PLN,PLN Pascabayar,218639,11,PAID
2383308,64893,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,64893,11,PAID
2383309,17619,05/09/2023,21259,PLN,PLN,PLN Pascabayar,17619,11,PAID
2383312,150761,05/09/2023,19577,BPJSKS,BPJS Kesehatan,BPJS,150761,11,PAID
2383322,79083,05/09/2023,3773,PLN,PLN,PLN Pascabayar,79083,11,PAID
2383328,59177,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,59177,11,PAID
2383330,152136,05/09/2023,3773,PAMPRE,PDAM Kota Parepare,PDAM,152136,11,PAID
2383333,93636,05/09/2023,3773,PAMPRE,PDAM Kota Parepare,PDAM,93636,11,PAID
2383334,357581,05/09/2023,2558,PLN,PLN,PLN Pascabayar,357581,11,PAID
2383337,526961,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,526961,11,PAID
2383340,137136,05/09/2023,3773,PAMPRE,PDAM Kota Parepare,PDAM,137136,11,PAID
2383341,15361,05/09/2023,26714,PLN,PLN,PLN Pascabayar,15361,11,PAID
2383344,128361,05/09/2023,3773,PAMKMLG,PDAM Kab. Malang,PDAM,128361,11,PAID
2383351,70761,05/09/2023,19990,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383354,178401,05/09/2023,3773,PLN,PLN,PLN Pascabayar,178401,11,PAID
2383356,266468,05/09/2023,2558,TELKOM,Telkom,Telkom,266468,11,PAID
2383358,17998,05/09/2023,18957,PLN,PLN,PLN Pascabayar,17998,11,PAID
2383359,111961,05/09/2023,2217,PAMPNTNK,PDAM Kota Pontianak,PDAM,111961,11,PAID
2383370,209699,05/09/2023,2217,PLN,PLN,PLN Pascabayar,209699,11,PAID
2383373,35761,05/09/2023,5451,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2383375,327090,05/09/2023,19577,PAMKKDS,PDAM Kab. Kudus,PDAM,327090,11,PAID
2383381,77961,05/09/2023,2558,PAMKNGN,PDAM Kab. Kuningan,PDAM,77961,11,PAID
2383388,142281,05/09/2023,3773,PLN,PLN,PLN Pascabayar,142281,11,PAID
2383395,24252,05/09/2023,19353,PLN,PLN,PLN Pascabayar,24252,11,PAID
2383400,444150,05/09/2023,3773,PLN,PLN,PLN Pascabayar,444150,11,PAID
2383401,108461,05/09/2023,19353,PAMKCLCP,PDAM Kab. Cilacap,PDAM,108461,11,PAID
2383406,70609,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,70609,11,PAID
2383410,60161,05/09/2023,19353,PAMKCLCP,PDAM Kab. Cilacap,PDAM,60161,11,PAID
2383412,140761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2383417,50393,05/09/2023,19608,PLN,PLN,PLN Pascabayar,50393,11,PAID
2383431,528761,05/09/2023,760,TELKOM,Telkom,Telkom,528761,11,PAID
2383450,140761,05/09/2023,19901,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2383452,179837,05/09/2023,3773,PLN,PLN,PLN Pascabayar,179837,11,PAID
2383455,104105,05/09/2023,20387,PLN,PLN,PLN Pascabayar,104105,11,PAID
2383465,135792,05/09/2023,3815,PAMBTM,PDAM ATB Batam,PDAM,135792,11,PAID
2383473,57231,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,57231,11,PAID
2383475,23708,05/09/2023,1077,PLN,PLN,PLN Pascabayar,23708,11,PAID
2383476,59177,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,59177,11,PAID
2383482,70761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383484,219191,05/09/2023,18957,PLN,PLN,PLN Pascabayar,219191,11,PAID
2383491,110621,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,110621,11,PAID
2383494,76524,05/09/2023,2217,PLN,PLN,PLN Pascabayar,76524,11,PAID
2383495,16035,05/09/2023,3773,PLN,PLN,PLN Pascabayar,16035,11,PAID
2383497,272997,05/09/2023,23012,PLN,PLN,PLN Pascabayar,272997,11,PAID
2383499,67471,05/09/2023,1899,PLN,PLN,PLN Pascabayar,67471,11,PAID
2383506,80336,05/09/2023,4417,PLN,PLN,PLN Pascabayar,80336,11,PAID
2383508,242566,05/09/2023,25090,PLN,PLN,PLN Pascabayar,242566,11,PAID
2383511,16827,05/09/2023,4417,PLN,PLN,PLN Pascabayar,16827,11,PAID
2383513,58605,05/09/2023,18957,PLN,PLN,PLN Pascabayar,58605,11,PAID
2383521,132456,05/09/2023,3773,PLN,PLN,PLN Pascabayar,132456,11,PAID
2383527,8309,05/09/2023,4417,PLN,PLN,PLN Pascabayar,8309,11,PAID
2383538,53800,05/09/2023,4417,PLN,PLN,PLN Pascabayar,53800,11,PAID
2383540,136245,05/09/2023,3741,PLN,PLN,PLN Pascabayar,136245,11,PAID
2383547,29863,05/09/2023,20689,PLN,PLN,PLN Pascabayar,29863,11,PAID
2383549,153578,05/09/2023,3773,PLN,PLN,PLN Pascabayar,153578,11,PAID
2383560,232848,05/09/2023,3773,PLN,PLN,PLN Pascabayar,232848,11,PAID
2383565,210119,05/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,210119,11,PAID
2383568,105619,05/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,105619,11,PAID
2383574,138619,05/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,138619,11,PAID
2383579,131784,05/09/2023,3773,PLN,PLN,PLN Pascabayar,131784,11,PAID
2383580,35761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2383587,100761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,100761,11,PAID
2383591,68016,05/09/2023,2,PLN,PLN,PLN Pascabayar,68016,11,PAID
2383595,100761,05/09/2023,5496,BPJSKS,BPJS Kesehatan,BPJS,100761,11,PAID
2383597,19599,05/09/2023,2,PLN,PLN,PLN Pascabayar,19599,11,PAID
2383600,46269,05/09/2023,3773,PLN,PLN,PLN Pascabayar,46269,11,PAID
2383603,57231,05/09/2023,5496,PAMBTM,PDAM ATB Batam,PDAM,57231,11,PAID
2383604,82057,05/09/2023,2,PLN,PLN,PLN Pascabayar,82057,11,PAID
2383614,167894,05/09/2023,19577,PAMKKDS,PDAM Kab. Kudus,PDAM,167894,11,PAID
2383617,93473,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,93473,11,PAID
2383620,44471,05/09/2023,19608,PLN,PLN,PLN Pascabayar,44471,11,PAID
2383623,172682,05/09/2023,19577,PLN,PLN,PLN Pascabayar,172682,11,PAID
2383629,122576,05/09/2023,19577,PLN,PLN,PLN Pascabayar,122576,11,PAID
2383630,46550,05/09/2023,19608,PLN,PLN,PLN Pascabayar,46550,11,PAID
2383638,91770,05/09/2023,3773,PLN,PLN,PLN Pascabayar,91770,11,PAID
2383645,65411,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,65411,11,PAID
2383650,135023,05/09/2023,3773,PLN,PLN,PLN Pascabayar,135023,11,PAID
2383653,1074993,05/09/2023,3773,PLN,PLN,PLN Pascabayar,1074993,11,PAID
2383656,384461,05/09/2023,19901,TELKOM,Telkom,Telkom,384461,11,PAID
2383661,39105,05/09/2023,19901,TELKOM,Telkom,Telkom,39105,11,PAID
2383664,517661,05/09/2023,3773,TELKOM,Telkom,Telkom,517661,11,PAID
2383667,33368,05/09/2023,3773,TELKOM,Telkom,Telkom,33368,11,PAID
2383669,201033,05/09/2023,4500,PLN,PLN,PLN Pascabayar,201033,11,PAID
2383672,112838,05/09/2023,3773,HALO,Telkomsel Halo,Pulsa Pascabayar,112838,11,PAID
2383683,434411,05/09/2023,21378,TELKOM,Telkom,Telkom,434411,11,PAID
2383685,66063,05/09/2023,21378,PLN,PLN,PLN Pascabayar,66063,11,PAID
2383688,292736,05/09/2023,21378,PLN,PLN,PLN Pascabayar,292736,11,PAID
2383690,170755,05/09/2023,18957,PLN,PLN,PLN Pascabayar,170755,11,PAID
2383693,175692,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,175692,11,PAID
2383697,196571,05/09/2023,4927,PLN,PLN,PLN Pascabayar,196571,11,PAID
2383704,163626,05/09/2023,2831,PLN,PLN,PLN Pascabayar,163626,11,PAID
2383709,59961,05/09/2023,2558,PAMKNGN,PDAM Kab. Kuningan,PDAM,59961,11,PAID
2383711,24252,05/09/2023,2,PLN,PLN,PLN Pascabayar,24252,11,PAID
2383713,54061,05/09/2023,3773,PAMKSRK,PDAM Kota Surakarta,PDAM,54061,11,PAID
2383717,106517,05/09/2023,3773,TELKOM,Telkom,Telkom,106517,11,PAID
2383721,59177,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,59177,11,PAID
2383724,82287,05/09/2023,3773,PLN,PLN,PLN Pascabayar,82287,11,PAID
2383725,75486,05/09/2023,2558,PLN,PLN,PLN Pascabayar,75486,11,PAID
2383733,373361,05/09/2023,2037,TELKOM,Telkom,Telkom,373361,11,PAID
2383741,44468,05/09/2023,2558,TELKOM,Telkom,Telkom,44468,11,PAID
2383742,82561,05/09/2023,3353,PAMKCRB,PDAM Tirta Jati Kab. Cirebon,PDAM,82561,11,PAID
2383743,29918,05/09/2023,3773,PLN,PLN,PLN Pascabayar,29918,11,PAID
2383747,40311,05/09/2023,3773,PAMKBYM,PDAM Kab. Banyumas,PDAM,40311,11,PAID
2383769,120578,05/09/2023,3773,PLN,PLN,PLN Pascabayar,120578,11,PAID
2383774,30934,05/09/2023,3773,PLN,PLN,PLN Pascabayar,30934,11,PAID
2383779,62916,05/09/2023,3773,TELKOM,Telkom,Telkom,62916,11,PAID
2383781,168991,05/09/2023,3210,PLN,PLN,PLN Pascabayar,168991,11,PAID
2383782,53111,05/09/2023,2217,PLN,PLN,PLN Pascabayar,53111,11,PAID
2383787,300761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,300761,11,PAID
2383791,99773,05/09/2023,21259,PLN,PLN,PLN Pascabayar,99773,11,PAID
2383792,39794,05/09/2023,3210,PLN,PLN,PLN Pascabayar,39794,11,PAID
2383793,50880,05/09/2023,3210,PLN,PLN,PLN Pascabayar,50880,11,PAID
2383794,460543,05/09/2023,3773,PLN,PLN,PLN Pascabayar,460543,11,PAID
2383799,52630,05/09/2023,6606,PLN,PLN,PLN Pascabayar,52630,11,PAID
2383801,73311,05/09/2023,3773,PAMKWSB,PDAM Kab. Wonosobo,PDAM,73311,11,PAID
2383805,119707,05/09/2023,20890,PLN,PLN,PLN Pascabayar,119707,11,PAID
2383812,128252,05/09/2023,20890,PLN,PLN,PLN Pascabayar,128252,11,PAID
2383814,48414,05/09/2023,3773,PLN,PLN,PLN Pascabayar,48414,11,PAID
2383816,202935,05/09/2023,19901,PLN,PLN,PLN Pascabayar,202935,11,PAID
2383819,11679,05/09/2023,3210,PLN,PLN,PLN Pascabayar,11679,11,PAID
2383822,433301,05/09/2023,5148,TELKOM,Telkom,Telkom,433301,11,PAID
2383823,56378,05/09/2023,3210,PLN,PLN,PLN Pascabayar,56378,11,PAID
2383831,43244,05/09/2023,2,PLN,PLN,PLN Pascabayar,43244,11,PAID
2383838,21768,05/09/2023,18957,PLN,PLN,PLN Pascabayar,21768,11,PAID
2383841,110621,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,110621,11,PAID
2383844,85031,05/09/2023,3773,PLN,PLN,PLN Pascabayar,85031,11,PAID
2383849,83078,05/09/2023,19901,PLN,PLN,PLN Pascabayar,83078,11,PAID
2383851,67592,05/09/2023,5006,PLN,PLN,PLN Pascabayar,67592,11,PAID
2383863,43247,05/09/2023,5148,TELKOM,Telkom,Telkom,43247,11,PAID
2383868,93607,05/09/2023,3773,PLN,PLN,PLN Pascabayar,93607,11,PAID
2383878,46032,05/09/2023,1077,PLN,PLN,PLN Pascabayar,46032,11,PAID
2383880,35266,05/09/2023,19608,PLN,PLN,PLN Pascabayar,35266,11,PAID
2383882,57465,05/09/2023,3773,PLN,PLN,PLN Pascabayar,57465,11,PAID
2383888,15499,05/09/2023,3773,PLN,PLN,PLN Pascabayar,15499,11,PAID
2383890,378911,05/09/2023,3773,TELKOM,Telkom,Telkom,378911,11,PAID
2383898,252679,05/09/2023,19901,PLN,PLN,PLN Pascabayar,252679,11,PAID
2383903,248623,05/09/2023,3773,PLN,PLN,PLN Pascabayar,248623,11,PAID
2383916,140761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2383935,35761,05/09/2023,3210,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2383947,137632,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,137632,11,PAID
2383960,312311,05/09/2023,3773,TELKOM,Telkom,Telkom,312311,11,PAID
2383961,111576,05/09/2023,3773,PLN,PLN,PLN Pascabayar,111576,11,PAID
2383969,47235,05/09/2023,3773,PLN,PLN,PLN Pascabayar,47235,11,PAID
2383975,70761,05/09/2023,19901,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2383976,94436,05/09/2023,4405,PAMOKU,PDAM Kab. Oku Baturaja,PDAM,94436,11,PAID
2383979,105761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2383988,82897,05/09/2023,1773,PLN,PLN,PLN Pascabayar,82897,11,PAID
2383994,28608,05/09/2023,2,PLN,PLN,PLN Pascabayar,28608,11,PAID
2383999,419871,05/09/2023,1773,PAMMKSR,PDAM Makassar,PDAM,419871,11,PAID
2384003,66495,05/09/2023,2217,PLN,PLN,PLN Pascabayar,66495,11,PAID
2384005,1100461,05/09/2023,1773,PAMMKSR,PDAM Makassar,PDAM,1100461,11,PAID
2384008,76711,05/09/2023,20696,PAMBTM,PDAM ATB Batam,PDAM,76711,11,PAID
2384010,1629161,05/09/2023,1773,PLN,PLN,PLN Pascabayar,1629161,11,PAID
2384014,133111,05/09/2023,3815,PAMBTM,PDAM ATB Batam,PDAM,133111,11,PAID
2384015,69105,05/09/2023,3773,PLN,PLN,PLN Pascabayar,69105,11,PAID
2384021,48414,05/09/2023,3773,PLN,PLN,PLN Pascabayar,48414,11,PAID
2384023,175761,05/09/2023,3815,BPJSKS,BPJS Kesehatan,BPJS,175761,11,PAID
2384026,110611,05/09/2023,3815,PAMBTM,PDAM ATB Batam,PDAM,110611,11,PAID
2384027,53800,05/09/2023,3773,PLN,PLN,PLN Pascabayar,53800,11,PAID
2384029,140761,05/09/2023,20696,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2384032,47661,05/09/2023,3773,PAMMKSR,PDAM Makassar,PDAM,47661,11,PAID
2384053,124473,05/09/2023,24585,PLN,PLN,PLN Pascabayar,124473,11,PAID
2384081,147802,05/09/2023,24585,PLN,PLN,PLN Pascabayar,147802,11,PAID
2384084,169518,05/09/2023,3773,PLN,PLN,PLN Pascabayar,169518,11,PAID
2384090,175761,05/09/2023,5451,BPJSKS,BPJS Kesehatan,BPJS,175761,11,PAID
2384098,363138,05/09/2023,2,PLN,PLN,PLN Pascabayar,363138,11,PAID
2384104,76892,05/09/2023,3773,PLN,PLN,PLN Pascabayar,76892,11,PAID
2384106,62011,05/09/2023,24585,PAMMDN,PDAM Medan,PDAM,62011,11,PAID
2384107,1709991,05/09/2023,1773,PLN,PLN,PLN Pascabayar,1709991,11,PAID
2384114,875761,05/09/2023,19990,BPJSKS,BPJS Kesehatan,BPJS,875761,11,PAID
2384120,74550,05/09/2023,5451,PLN,PLN,PLN Pascabayar,74550,11,PAID
2384125,70159,05/09/2023,3773,PLN,PLN,PLN Pascabayar,70159,11,PAID
2384137,5558,05/09/2023,3773,PLN,PLN,PLN Pascabayar,5558,11,PAID
2384139,161771,05/09/2023,5581,PLN,PLN,PLN Pascabayar,161771,11,PAID
2384143,42135,05/09/2023,3773,PLN,PLN,PLN Pascabayar,42135,11,PAID
2384153,311086,05/09/2023,3773,PLN,PLN,PLN Pascabayar,311086,11,PAID
2384155,157623,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,157623,11,PAID
2384159,34977,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,34977,11,PAID
2384160,24127,05/09/2023,20387,PLN,PLN,PLN Pascabayar,24127,11,PAID
2384163,16041,05/09/2023,3062,PLN,PLN,PLN Pascabayar,16041,11,PAID
2384172,33942,05/09/2023,18957,PLN,PLN,PLN Pascabayar,33942,11,PAID
2384179,384461,05/09/2023,3,TELKOM,Telkom,Telkom,384461,11,PAID
2384189,70761,05/09/2023,3062,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2384205,65515,05/09/2023,3773,PLN,PLN,PLN Pascabayar,65515,11,PAID
2384209,6483,05/09/2023,3773,PLN,PLN,PLN Pascabayar,6483,11,PAID
2384210,41132,05/09/2023,3773,PLN,PLN,PLN Pascabayar,41132,11,PAID
2384230,70761,05/09/2023,20696,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2384232,356711,05/09/2023,3773,TELKOM,Telkom,Telkom,356711,11,PAID
2384242,115184,05/09/2023,3773,PLN,PLN,PLN Pascabayar,115184,11,PAID
2384250,93255,05/09/2023,3773,PLN,PLN,PLN Pascabayar,93255,11,PAID
2384251,52150,05/09/2023,3773,PLN,PLN,PLN Pascabayar,52150,11,PAID
2384253,175343,05/09/2023,3210,PAMBJS,PDAM Banjarmasin,PDAM,175343,11,PAID
2384262,140761,05/09/2023,3210,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2384274,105761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2384285,105761,05/09/2023,3324,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2384307,50261,05/09/2023,5451,PAMKLT,PDAM Kab. Klaten,PDAM,50261,11,PAID
2384316,400721,05/09/2023,3873,PLN,PLN,PLN Pascabayar,400721,11,PAID
2384340,21183,05/09/2023,22537,PLN,PLN,PLN Pascabayar,21183,11,PAID
2384364,291306,05/09/2023,3773,PLN,PLN,PLN Pascabayar,291306,11,PAID
2384368,175761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,175761,11,PAID
2384381,23708,05/09/2023,3773,PLN,PLN,PLN Pascabayar,23708,11,PAID
2384384,168315,05/09/2023,3773,PLN,PLN,PLN Pascabayar,168315,11,PAID
2384390,54200,05/09/2023,3773,PLN,PLN,PLN Pascabayar,54200,11,PAID
2384393,116263,05/09/2023,3773,PLN,PLN,PLN Pascabayar,116263,11,PAID
2384395,9796,05/09/2023,3773,PLN,PLN,PLN Pascabayar,9796,11,PAID
2384398,53800,05/09/2023,3773,PLN,PLN,PLN Pascabayar,53800,11,PAID
2384400,51477,05/09/2023,3773,PLN,PLN,PLN Pascabayar,51477,11,PAID
2384403,12471,05/09/2023,3773,PLN,PLN,PLN Pascabayar,12471,11,PAID
2384408,384461,05/09/2023,3773,TELKOM,Telkom,Telkom,384461,11,PAID
2384442,105927,05/09/2023,3773,PLN,PLN,PLN Pascabayar,105927,11,PAID
2384447,140108,05/09/2023,3773,PLN,PLN,PLN Pascabayar,140108,11,PAID
2384449,35761,05/09/2023,734,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2384451,159981,05/09/2023,3773,PLN,PLN,PLN Pascabayar,159981,11,PAID
2384456,113011,05/09/2023,2558,HALO,Telkomsel Halo,Pulsa Pascabayar,113011,11,PAID
2384467,192086,05/09/2023,3773,PAMKCLG,PDAM Kota Cilegon,PDAM,192086,11,PAID
2384482,33368,05/09/2023,3773,TELKOM,Telkom,Telkom,33368,11,PAID
2384489,93711,05/09/2023,3773,PLN,PLN,PLN Pascabayar,93711,11,PAID
2384490,8866,05/09/2023,3229,PLN,PLN,PLN Pascabayar,8866,11,PAID
2384493,81084,05/09/2023,6533,PLN,PLN,PLN Pascabayar,81084,11,PAID
2384497,50561,05/09/2023,25090,PAMKPWK,PDAM Kab. Purwakarta,PDAM,50561,11,PAID
2384501,11323,05/09/2023,5423,PLN,PLN,PLN Pascabayar,11323,11,PAID
2384503,79450,05/09/2023,6533,PLN,PLN,PLN Pascabayar,79450,11,PAID
2384505,61823,05/09/2023,3773,PLN,PLN,PLN Pascabayar,61823,11,PAID
2384510,442593,05/09/2023,2,PLN,PLN,PLN Pascabayar,442593,11,PAID
2384511,31461,05/09/2023,3773,PAMKTLAG,PDAM Kab. Tulungagung,PDAM,31461,11,PAID
2384516,176021,05/09/2023,3773,PLN,PLN,PLN Pascabayar,176021,11,PAID
2384517,42030,05/09/2023,22537,PLN,PLN,PLN Pascabayar,42030,11,PAID
2384519,46032,05/09/2023,3773,PLN,PLN,PLN Pascabayar,46032,11,PAID
2384520,140761,05/09/2023,5451,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2384541,125854,05/09/2023,5451,PAMATNG,PDAM Tangerang ( Aetra ),PDAM,125854,11,PAID
2384582,69582,05/09/2023,3773,HALO,Telkomsel Halo,Pulsa Pascabayar,69582,11,PAID
2384599,441770,05/09/2023,3773,PLN,PLN,PLN Pascabayar,441770,11,PAID
2384611,99903,05/09/2023,3773,PLN,PLN,PLN Pascabayar,99903,11,PAID
2384626,172776,05/09/2023,22869,PLN,PLN,PLN Pascabayar,172776,11,PAID
2384642,36201,05/09/2023,3062,PAMKPUR,PDAM Kab. Purbalingga,PDAM,36201,11,PAID
2384654,270446,05/09/2023,18957,PLN,PLN,PLN Pascabayar,270446,11,PAID
2384658,89592,05/09/2023,3773,PLN,PLN,PLN Pascabayar,89592,11,PAID
2384663,50708,05/09/2023,1964,PLN,PLN,PLN Pascabayar,50708,11,PAID
2384679,122829,05/09/2023,18957,PLN,PLN,PLN Pascabayar,122829,11,PAID
2384683,35761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2384685,9885,05/09/2023,3773,PLN,PLN,PLN Pascabayar,9885,11,PAID
2384687,139311,05/09/2023,3873,PAMBTM,PDAM ATB Batam,PDAM,139311,11,PAID
2384697,66379,05/09/2023,19990,PLN,PLN,PLN Pascabayar,66379,11,PAID
2384723,70761,05/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2384728,76695,05/09/2023,3324,BPJSKS,BPJS Kesehatan,BPJS,76695,11,PAID
2384745,359775,05/09/2023,20387,PLN,PLN,PLN Pascabayar,359775,11,PAID
2384748,295661,05/09/2023,20387,TELKOM,Telkom,Telkom,295661,11,PAID
2384750,121810,05/09/2023,18957,PLN,PLN,PLN Pascabayar,121810,11,PAID
2384766,312311,05/09/2023,3773,TELKOM,Telkom,Telkom,312311,11,PAID
2384768,122567,05/09/2023,19945,PLN,PLN,PLN Pascabayar,122567,11,PAID
2384772,55580,05/09/2023,3773,PLN,PLN,PLN Pascabayar,55580,11,PAID
