kode_transaksi,nominal,tanggal_transaksi,customer_id,product_id,product_name,product_category,total_transaksi,margin,status_transaksi
2372922,43310,03/09/2023,3773,PLN,PLN,PLN Pascabayar,43310,11,PAID
2372927,305310,03/09/2023,3773,PLN,PLN,PLN Pascabayar,305310,11,PAID
2372930,19995,03/09/2023,3773,PLN,PLN,PLN Pascabayar,19995,11,PAID
2372932,6264,03/09/2023,3773,PLN,PLN,PLN Pascabayar,6264,11,PAID
2372938,23708,03/09/2023,3773,PLN,PLN,PLN Pascabayar,23708,11,PAID
2372939,54461,03/09/2023,3773,PAMJYPR,PDAM Kota Jayapura,PDAM,54461,11,PAID
2372942,256811,03/09/2023,3773,TELKOM,Telkom,Telkom,256811,11,PAID
2372944,36231,03/09/2023,3773,PLN,PLN,PLN Pascabayar,36231,11,PAID
2372946,402903,03/09/2023,3773,TELKOM,Telkom,Telkom,402903,11,PAID
2372947,21975,03/09/2023,3773,PLN,PLN,PLN Pascabayar,21975,11,PAID
2372951,8866,03/09/2023,3773,PLN,PLN,PLN Pascabayar,8866,11,PAID
2372954,48755,03/09/2023,3773,PLN,PLN,PLN Pascabayar,48755,11,PAID
2372956,14571,03/09/2023,3773,PLN,PLN,PLN Pascabayar,14571,11,PAID
2372957,12611,03/09/2023,3773,TELKOM,Telkom,Telkom,12611,11,PAID
2372959,11679,03/09/2023,3773,PLN,PLN,PLN Pascabayar,11679,11,PAID
2372963,55561,03/09/2023,3773,PAMKSRK,PDAM Kota Surakarta,PDAM,55561,11,PAID
2372964,105011,03/09/2023,3773,PAMJYPR,PDAM Kota Jayapura,PDAM,105011,11,PAID
2372965,23163,03/09/2023,3773,PLN,PLN,PLN Pascabayar,23163,11,PAID
2372967,154961,03/09/2023,3773,PAMJYPR,PDAM Kota Jayapura,PDAM,154961,11,PAID
2372969,50933,03/09/2023,3773,PLN,PLN,PLN Pascabayar,50933,11,PAID
2372970,140761,03/09/2023,20689,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2372973,10911,03/09/2023,3773,PLN,PLN,PLN Pascabayar,10911,11,PAID
2372976,7007,03/09/2023,3773,PLN,PLN,PLN Pascabayar,7007,11,PAID
2372977,255107,03/09/2023,3773,PLN,PLN,PLN Pascabayar,255107,11,PAID
2372981,35761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2372987,88074,03/09/2023,3773,PLN,PLN,PLN Pascabayar,88074,11,PAID
2372988,28064,03/09/2023,3773,PLN,PLN,PLN Pascabayar,28064,11,PAID
2372990,38234,03/09/2023,3773,PLN,PLN,PLN Pascabayar,38234,11,PAID
2372992,18411,03/09/2023,3773,PLN,PLN,PLN Pascabayar,18411,11,PAID
2372994,10539,03/09/2023,3773,PLN,PLN,PLN Pascabayar,10539,11,PAID
2373000,9610,03/09/2023,3773,PLN,PLN,PLN Pascabayar,9610,11,PAID
2373001,110490,03/09/2023,3773,PLN,PLN,PLN Pascabayar,110490,11,PAID
2373004,52266,03/09/2023,3773,PLN,PLN,PLN Pascabayar,52266,11,PAID
2373010,29153,03/09/2023,3773,PLN,PLN,PLN Pascabayar,29153,11,PAID
2373018,16035,03/09/2023,3773,PLN,PLN,PLN Pascabayar,16035,11,PAID
2373039,100144,03/09/2023,3773,PLN,PLN,PLN Pascabayar,100144,11,PAID
2373042,9651,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,9651,11,PAID
2373043,110314,03/09/2023,3773,PLN,PLN,PLN Pascabayar,110314,11,PAID
2373045,9651,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,9651,11,PAID
2373046,167368,03/09/2023,3773,PLN,PLN,PLN Pascabayar,167368,11,PAID
2373052,57439,03/09/2023,3773,PLN,PLN,PLN Pascabayar,57439,11,PAID
2373069,108312,03/09/2023,3773,PLN,PLN,PLN Pascabayar,108312,11,PAID
2373071,30373,03/09/2023,3773,PLN,PLN,PLN Pascabayar,30373,11,PAID
2373093,148981,03/09/2023,1453,PLN,PLN,PLN Pascabayar,148981,11,PAID
2373113,103953,03/09/2023,3773,PLN,PLN,PLN Pascabayar,103953,11,PAID
2373116,38531,03/09/2023,21259,PLN,PLN,PLN Pascabayar,38531,11,PAID
2373117,373361,03/09/2023,3773,TELKOM,Telkom,Telkom,373361,11,PAID
2373118,29429,03/09/2023,3773,PLN,PLN,PLN Pascabayar,29429,11,PAID
2373120,53800,03/09/2023,3773,PLN,PLN,PLN Pascabayar,53800,11,PAID
2373148,18040,03/09/2023,3773,PLN,PLN,PLN Pascabayar,18040,11,PAID
2373157,122427,03/09/2023,3773,PLN,PLN,PLN Pascabayar,122427,11,PAID
2373161,38602,03/09/2023,3773,PLN,PLN,PLN Pascabayar,38602,11,PAID
2373162,609679,03/09/2023,21259,PLN,PLN,PLN Pascabayar,609679,11,PAID
2373166,20666,03/09/2023,21259,PLN,PLN,PLN Pascabayar,20666,11,PAID
2373170,252161,03/09/2023,21259,PAMKSDJ,PDAM Sidoarjo,PDAM,252161,11,PAID
2373173,40651,03/09/2023,21259,PAMSBY,PDAM Surabaya,PDAM,40651,11,PAID
2373177,290111,03/09/2023,21259,TELKOM,Telkom,Telkom,290111,11,PAID
2373188,30242,03/09/2023,3773,PLN,PLN,PLN Pascabayar,30242,11,PAID
2373190,152754,03/09/2023,3773,PLN,PLN,PLN Pascabayar,152754,11,PAID
2373205,35761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2373208,7867,03/09/2023,19991,PLN,PLN,PLN Pascabayar,7867,11,PAID
2373210,332397,03/09/2023,2831,PLN,PLN,PLN Pascabayar,332397,11,PAID
2373215,42754,03/09/2023,3773,PLN,PLN,PLN Pascabayar,42754,11,PAID
2373223,615962,03/09/2023,3773,PLN,PLN,PLN Pascabayar,615962,11,PAID
2373225,53800,03/09/2023,3773,PLN,PLN,PLN Pascabayar,53800,11,PAID
2373226,90777,03/09/2023,3773,PLN,PLN,PLN Pascabayar,90777,11,PAID
2373229,159186,03/09/2023,3539,PLN,PLN,PLN Pascabayar,159186,11,PAID
2373239,44069,03/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,44069,11,PAID
2373241,97760,03/09/2023,3773,PLN,PLN,PLN Pascabayar,97760,11,PAID
2373259,199324,03/09/2023,4417,PLN,PLN,PLN Pascabayar,199324,11,PAID
2373264,43321,03/09/2023,3773,PLN,PLN,PLN Pascabayar,43321,11,PAID
2373277,9895,03/09/2023,19608,PLN,PLN,PLN Pascabayar,9895,11,PAID
2373285,104492,03/09/2023,4417,PLN,PLN,PLN Pascabayar,104492,11,PAID
2373286,1000317,03/09/2023,19901,PLN,PLN,PLN Pascabayar,1000317,11,PAID
2373288,15773,03/09/2023,3773,PLN,PLN,PLN Pascabayar,15773,11,PAID
2373291,295661,03/09/2023,19901,TELKOM,Telkom,Telkom,295661,11,PAID
2373299,22215,03/09/2023,3773,PLN,PLN,PLN Pascabayar,22215,11,PAID
2373304,210761,03/09/2023,3287,BPJSKS,BPJS Kesehatan,BPJS,210761,11,PAID
2373314,58759,03/09/2023,3773,PLN,PLN,PLN Pascabayar,58759,11,PAID
2373335,486887,03/09/2023,3773,PLN,PLN,PLN Pascabayar,486887,11,PAID
2373356,87414,03/09/2023,3773,PLN,PLN,PLN Pascabayar,87414,11,PAID
2373365,42221,03/09/2023,3773,PLN,PLN,PLN Pascabayar,42221,11,PAID
2373369,17223,03/09/2023,21259,PLN,PLN,PLN Pascabayar,17223,11,PAID
2373370,118061,03/09/2023,3773,TELKOM,Telkom,Telkom,118061,11,PAID
2373373,210761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,210761,11,PAID
2373375,171333,03/09/2023,21259,PLN,PLN,PLN Pascabayar,171333,11,PAID
2373379,358931,03/09/2023,21259,TELKOM,Telkom,Telkom,358931,11,PAID
2373382,345611,03/09/2023,21259,TELKOM,Telkom,Telkom,345611,11,PAID
2373384,75561,03/09/2023,3773,PAMKSMDNG,PDAM Kab. Sumedang,PDAM,75561,11,PAID
2373391,35761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2373398,51367,03/09/2023,3773,PLN,PLN,PLN Pascabayar,51367,11,PAID
2373401,80196,03/09/2023,3773,PAMKBDN,PDAM Kab. Badung,PDAM,80196,11,PAID
2373404,61103,03/09/2023,19901,PLN,PLN,PLN Pascabayar,61103,11,PAID
2373405,128761,03/09/2023,19901,PAMKCRB,PDAM Tirta Jati Kab. Cirebon,PDAM,128761,11,PAID
2373412,43310,03/09/2023,3773,PLN,PLN,PLN Pascabayar,43310,11,PAID
2373414,113209,03/09/2023,3773,PLN,PLN,PLN Pascabayar,113209,11,PAID
2373420,283767,03/09/2023,3773,PAMSMD,PDAM Kota Samarinda,PDAM,283767,11,PAID
2373421,168315,03/09/2023,3773,PLN,PLN,PLN Pascabayar,168315,11,PAID
2373422,279855,03/09/2023,3773,PLN,PLN,PLN Pascabayar,279855,11,PAID
2373425,99903,03/09/2023,3773,PLN,PLN,PLN Pascabayar,99903,11,PAID
2373444,467535,03/09/2023,19901,PLN,PLN,PLN Pascabayar,467535,11,PAID
2373466,22955,03/09/2023,21259,PLN,PLN,PLN Pascabayar,22955,11,PAID
2373469,70761,03/09/2023,19990,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2373473,35142,03/09/2023,22869,PLN,PLN,PLN Pascabayar,35142,11,PAID
2373487,52630,03/09/2023,3773,PLN,PLN,PLN Pascabayar,52630,11,PAID
2373495,306761,03/09/2023,3773,TELKOM,Telkom,Telkom,306761,11,PAID
2373498,70761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2373500,70761,03/09/2023,3081,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2373502,70761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2373525,54042,03/09/2023,19577,PAMKKDS,PDAM Kab. Kudus,PDAM,54042,11,PAID
2373541,113247,03/09/2023,3773,PAMKWSB,PDAM Kab. Wonosobo,PDAM,113247,11,PAID
2373544,124375,03/09/2023,3773,PLN,PLN,PLN Pascabayar,124375,11,PAID
2373553,12075,03/09/2023,1760,PLN,PLN,PLN Pascabayar,12075,11,PAID
2373564,74972,03/09/2023,3773,PAMBJS,PDAM Banjarmasin,PDAM,74972,11,PAID
2373567,81185,03/09/2023,5216,PLN,PLN,PLN Pascabayar,81185,11,PAID
2373568,312311,03/09/2023,19577,TELKOM,Telkom,Telkom,312311,11,PAID
2373580,229102,03/09/2023,3773,PLN,PLN,PLN Pascabayar,229102,11,PAID
2373584,89493,03/09/2023,3210,PLN,PLN,PLN Pascabayar,89493,11,PAID
2373585,14834,03/09/2023,3773,PLN,PLN,PLN Pascabayar,14834,11,PAID
2373588,384461,03/09/2023,3210,TELKOM,Telkom,Telkom,384461,11,PAID
2373609,16452,03/09/2023,3353,PLN,PLN,PLN Pascabayar,16452,11,PAID
2373625,63896,03/09/2023,3353,PLN,PLN,PLN Pascabayar,63896,11,PAID
2373632,7448,03/09/2023,3773,PLN,PLN,PLN Pascabayar,7448,11,PAID
2373642,8281,03/09/2023,3773,PAMKSMG,PDAM Kab. Semarang,PDAM,8281,11,PAID
2373644,212471,03/09/2023,2875,PLN,PLN,PLN Pascabayar,212471,11,PAID
2373647,17761,03/09/2023,3773,PLN,PLN,PLN Pascabayar,17761,11,PAID
2373681,156995,03/09/2023,3873,TELKOM,Telkom,Telkom,156995,11,PAID
2373707,124111,03/09/2023,3773,HALO,Telkomsel Halo,Pulsa Pascabayar,124111,11,PAID
2373709,78758,03/09/2023,3210,PLN,PLN,PLN Pascabayar,78758,11,PAID
2373734,100761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,100761,11,PAID
2373741,40311,03/09/2023,19353,PAMKBYM,PDAM Kab. Banyumas,PDAM,40311,11,PAID
2373745,357122,03/09/2023,3773,TELKOM,Telkom,Telkom,357122,11,PAID
2373746,150761,03/09/2023,21378,BPJSKS,BPJS Kesehatan,BPJS,150761,11,PAID
2373754,40263,03/09/2023,3773,PLN,PLN,PLN Pascabayar,40263,11,PAID
2373756,105761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2373760,5547,03/09/2023,3773,PLN,PLN,PLN Pascabayar,5547,11,PAID
2373763,82561,03/09/2023,3353,PAMKCRB,PDAM Tirta Jati Kab. Cirebon,PDAM,82561,11,PAID
2373764,15342,03/09/2023,3773,PLN,PLN,PLN Pascabayar,15342,11,PAID
2373765,664097,03/09/2023,2,PLN,PLN,PLN Pascabayar,664097,11,PAID
2373770,65029,03/09/2023,3773,PLN,PLN,PLN Pascabayar,65029,11,PAID
2373786,55289,03/09/2023,5581,PLN,PLN,PLN Pascabayar,55289,11,PAID
2373788,176592,03/09/2023,3773,PLN,PLN,PLN Pascabayar,176592,11,PAID
2373792,77613,03/09/2023,3773,PLN,PLN,PLN Pascabayar,77613,11,PAID
2373797,80880,03/09/2023,5581,PLN,PLN,PLN Pascabayar,80880,11,PAID
2373799,199119,03/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,199119,11,PAID
2373800,70301,03/09/2023,3773,PAMSMD,PDAM Kota Samarinda,PDAM,70301,11,PAID
2373802,49641,03/09/2023,3815,PAMBTM,PDAM ATB Batam,PDAM,49641,11,PAID
2373807,54847,03/09/2023,5581,PLN,PLN,PLN Pascabayar,54847,11,PAID
2373814,242675,03/09/2023,3773,PLN,PLN,PLN Pascabayar,242675,11,PAID
2373815,50472,03/09/2023,3773,PLN,PLN,PLN Pascabayar,50472,11,PAID
2373819,98693,03/09/2023,3773,PLN,PLN,PLN Pascabayar,98693,11,PAID
2373827,300761,03/09/2023,19990,BPJSKS,BPJS Kesehatan,BPJS,300761,11,PAID
2373831,14055,03/09/2023,3773,PLN,PLN,PLN Pascabayar,14055,11,PAID
2373835,46369,03/09/2023,3773,PLN,PLN,PLN Pascabayar,46369,11,PAID
2373841,57467,03/09/2023,3773,PLN,PLN,PLN Pascabayar,57467,11,PAID
2373855,329219,03/09/2023,5451,PLN,PLN,PLN Pascabayar,329219,11,PAID
2373857,17047,03/09/2023,4885,PLN,PLN,PLN Pascabayar,17047,11,PAID
2373874,50767,03/09/2023,2,PLN,PLN,PLN Pascabayar,50767,11,PAID
2373902,27839,03/09/2023,1964,PLN,PLN,PLN Pascabayar,27839,11,PAID
2373908,109552,03/09/2023,19990,PLN,PLN,PLN Pascabayar,109552,11,PAID
2373912,107125,03/09/2023,3773,PLN,PLN,PLN Pascabayar,107125,11,PAID
2373916,141520,03/09/2023,21404,PLN,PLN,PLN Pascabayar,141520,11,PAID
2373921,312311,03/09/2023,3773,TELKOM,Telkom,Telkom,312311,11,PAID
2373923,10168,03/09/2023,3773,PLN,PLN,PLN Pascabayar,10168,11,PAID
2373927,105761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2373930,53655,03/09/2023,5216,PLN,PLN,PLN Pascabayar,53655,11,PAID
2373942,35761,03/09/2023,21050,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2373961,140239,03/09/2023,3773,PLN,PLN,PLN Pascabayar,140239,11,PAID
2373965,279011,03/09/2023,3773,TELKOM,Telkom,Telkom,279011,11,PAID
2373973,9651,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,9651,11,PAID
2373982,124111,03/09/2023,19608,HALO,Telkomsel Halo,Pulsa Pascabayar,124111,11,PAID
2373992,53313,03/09/2023,3062,PLN,PLN,PLN Pascabayar,53313,11,PAID
2373993,40511,03/09/2023,3062,PAMKSGN,PDAM Kab. Sragen,PDAM,40511,11,PAID
2373994,70761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2373999,37715,03/09/2023,21259,PLN,PLN,PLN Pascabayar,37715,11,PAID
2374000,218399,03/09/2023,3773,PLN,PLN,PLN Pascabayar,218399,11,PAID
2374006,105761,03/09/2023,21259,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2374013,10582,03/09/2023,4417,PLN,PLN,PLN Pascabayar,10582,11,PAID
2374030,210761,03/09/2023,3210,BPJSKS,BPJS Kesehatan,BPJS,210761,11,PAID
2374036,176535,03/09/2023,3773,PLN,PLN,PLN Pascabayar,176535,11,PAID
2374041,329306,03/09/2023,4692,PLN,PLN,PLN Pascabayar,329306,11,PAID
2374042,140761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2374046,40796,03/09/2023,3773,PLN,PLN,PLN Pascabayar,40796,11,PAID
2374051,24359,03/09/2023,3741,PLN,PLN,PLN Pascabayar,24359,11,PAID
2374056,77613,03/09/2023,3773,PLN,PLN,PLN Pascabayar,77613,11,PAID
2374061,22170,03/09/2023,3773,PLN,PLN,PLN Pascabayar,22170,11,PAID
2374065,78161,03/09/2023,3773,PAMKNGW,PDAM Ngawi,PDAM,78161,11,PAID
2374070,96348,03/09/2023,19901,PLN,PLN,PLN Pascabayar,96348,11,PAID
2374074,23389,03/09/2023,3062,PLN,PLN,PLN Pascabayar,23389,11,PAID
2374091,47235,03/09/2023,20103,PLN,PLN,PLN Pascabayar,47235,11,PAID
2374095,164919,03/09/2023,24585,PLN,PLN,PLN Pascabayar,164919,11,PAID
2374098,38062,03/09/2023,23012,PLN,PLN,PLN Pascabayar,38062,11,PAID
2374102,124176,03/09/2023,24585,PAMMDN,PDAM Medan,PDAM,124176,11,PAID
2374103,140761,03/09/2023,2,BPJSKS,BPJS Kesehatan,BPJS,140761,11,PAID
2374109,31751,03/09/2023,3773,PAMKNGW,PDAM Ngawi,PDAM,31751,11,PAID
2374112,70761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2374120,24269,03/09/2023,24585,PAMMDN,PDAM Medan,PDAM,24269,11,PAID
2374123,5706,03/09/2023,3062,PLN,PLN,PLN Pascabayar,5706,11,PAID
2374136,70653,03/09/2023,3353,PLN,PLN,PLN Pascabayar,70653,11,PAID
2374141,105761,03/09/2023,1227,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2374143,147737,03/09/2023,3773,PLN,PLN,PLN Pascabayar,147737,11,PAID
2374144,40043,03/09/2023,3773,PLN,PLN,PLN Pascabayar,40043,11,PAID
2374145,32420,03/09/2023,3773,PLN,PLN,PLN Pascabayar,32420,11,PAID
2374148,138519,03/09/2023,3773,PLN,PLN,PLN Pascabayar,138519,11,PAID
2374149,172600,03/09/2023,19608,PLN,PLN,PLN Pascabayar,172600,11,PAID
2374152,48414,03/09/2023,22537,PLN,PLN,PLN Pascabayar,48414,11,PAID
2374154,105761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2374164,179486,03/09/2023,3773,PAMKCLG,PDAM Kota Cilegon,PDAM,179486,11,PAID
2374171,151551,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,151551,11,PAID
2374174,70761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,70761,11,PAID
2374176,81395,03/09/2023,2217,PLN,PLN,PLN Pascabayar,81395,11,PAID
2374194,113661,03/09/2023,3773,PAMPNTNK,PDAM Kota Pontianak,PDAM,113661,11,PAID
2374202,24797,03/09/2023,2217,PLN,PLN,PLN Pascabayar,24797,11,PAID
2374205,284561,03/09/2023,3773,TELKOM,Telkom,Telkom,284561,11,PAID
2374208,16431,03/09/2023,3773,PLN,PLN,PLN Pascabayar,16431,11,PAID
2374212,48961,03/09/2023,2217,PAMKLP,PDAM Kab. Kulon Progo,PDAM,48961,11,PAID
2374221,55861,03/09/2023,2217,PAMKKBM,PDAM Kab. Kebumen,PDAM,55861,11,PAID
2374222,189135,03/09/2023,3773,PLN,PLN,PLN Pascabayar,189135,11,PAID
2374225,246693,03/09/2023,3773,PLN,PLN,PLN Pascabayar,246693,11,PAID
2374227,834404,03/09/2023,19901,PLN,PLN,PLN Pascabayar,834404,11,PAID
2374236,43247,03/09/2023,3773,TELKOM,Telkom,Telkom,43247,11,PAID
2374239,41870,03/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,41870,11,PAID
2374245,80695,03/09/2023,3773,PAMJAYA,PDAM PAMJAYA,PDAM,80695,11,PAID
2374248,154844,03/09/2023,3773,PLN,PLN,PLN Pascabayar,154844,11,PAID
2374249,50961,03/09/2023,3773,PAMKNGN,PDAM Kab. Kuningan,PDAM,50961,11,PAID
2374260,128160,03/09/2023,3026,PLN,PLN,PLN Pascabayar,128160,11,PAID
2374264,129647,03/09/2023,3210,PLN,PLN,PLN Pascabayar,129647,11,PAID
2374265,50880,03/09/2023,3773,PLN,PLN,PLN Pascabayar,50880,11,PAID
2374283,140910,03/09/2023,2217,PLN,PLN,PLN Pascabayar,140910,11,PAID
2374296,252679,03/09/2023,3270,PLN,PLN,PLN Pascabayar,252679,11,PAID
2374299,168261,03/09/2023,3773,PLN,PLN,PLN Pascabayar,168261,11,PAID
2374305,100411,03/09/2023,3773,PAMKSBG,PDAM Kab Subang,PDAM,100411,11,PAID
2374307,53800,03/09/2023,3773,PLN,PLN,PLN Pascabayar,53800,11,PAID
2374313,20711,03/09/2023,3773,PAMBDL,PDAM Kota Bandar Lampung,PDAM,20711,11,PAID
2374316,103408,03/09/2023,3773,PLN,PLN,PLN Pascabayar,103408,11,PAID
2374317,221854,03/09/2023,3210,PLN,PLN,PLN Pascabayar,221854,11,PAID
2374319,36231,03/09/2023,3026,PLN,PLN,PLN Pascabayar,36231,11,PAID
2374320,51080,03/09/2023,3773,PLN,PLN,PLN Pascabayar,51080,11,PAID
2374322,47201,03/09/2023,3773,PLN,PLN,PLN Pascabayar,47201,11,PAID
2374323,34598,03/09/2023,3026,PLN,PLN,PLN Pascabayar,34598,11,PAID
2374324,26021,03/09/2023,3773,PLN,PLN,PLN Pascabayar,26021,11,PAID
2374325,95442,03/09/2023,3773,PLN,PLN,PLN Pascabayar,95442,11,PAID
2374326,40361,03/09/2023,3773,PLN,PLN,PLN Pascabayar,40361,11,PAID
2374333,52566,03/09/2023,22537,PLN,PLN,PLN Pascabayar,52566,11,PAID
2374334,47461,03/09/2023,3026,PAMKMJKT,PDAM Kab. Mojokerto,PDAM,47461,11,PAID
2374335,47461,03/09/2023,3026,PAMKMJKT,PDAM Kab. Mojokerto,PDAM,47461,11,PAID
2374336,99903,03/09/2023,3773,PLN,PLN,PLN Pascabayar,99903,11,PAID
2374337,134661,03/09/2023,3026,PAMKMJKT,PDAM Kab. Mojokerto,PDAM,134661,11,PAID
2374345,56037,03/09/2023,3773,PLN,PLN,PLN Pascabayar,56037,11,PAID
2374365,68351,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,68351,11,PAID
2374385,216108,03/09/2023,3539,PLN,PLN,PLN Pascabayar,216108,11,PAID
2374393,45669,03/09/2023,3539,PLN,PLN,PLN Pascabayar,45669,11,PAID
2374394,12806,03/09/2023,4579,PLN,PLN,PLN Pascabayar,12806,11,PAID
2374395,43986,03/09/2023,19577,PAMKKDS,PDAM Kab. Kudus,PDAM,43986,11,PAID
2374403,46155,03/09/2023,20387,PLN,PLN,PLN Pascabayar,46155,11,PAID
2374408,79083,03/09/2023,3773,PLN,PLN,PLN Pascabayar,79083,11,PAID
2374409,50331,03/09/2023,20387,PAMKSMG,PDAM Kab. Semarang,PDAM,50331,11,PAID
2374414,65612,03/09/2023,20387,BPJSKS,BPJS Kesehatan,BPJS,65612,11,PAID
2374418,44581,03/09/2023,3815,PAMBTM,PDAM ATB Batam,PDAM,44581,11,PAID
2374422,241593,03/09/2023,3773,PLN,PLN,PLN Pascabayar,241593,11,PAID
2374453,52022,03/09/2023,4927,PLN,PLN,PLN Pascabayar,52022,11,PAID
2374460,28627,03/09/2023,3210,PLN,PLN,PLN Pascabayar,28627,11,PAID
2374465,435389,03/09/2023,3773,PLN,PLN,PLN Pascabayar,435389,11,PAID
2374467,43596,03/09/2023,3773,PLN,PLN,PLN Pascabayar,43596,11,PAID
2374469,245711,03/09/2023,3773,TELKOM,Telkom,Telkom,245711,11,PAID
2374476,105761,03/09/2023,19901,BPJSKS,BPJS Kesehatan,BPJS,105761,11,PAID
2374477,34598,03/09/2023,3773,PLN,PLN,PLN Pascabayar,34598,11,PAID
2374482,7661,03/09/2023,21259,PAMMDN,PDAM Medan,PDAM,7661,11,PAID
2374515,28890,03/09/2023,3773,PLN,PLN,PLN Pascabayar,28890,11,PAID
2374518,17069,03/09/2023,2935,PLN,PLN,PLN Pascabayar,17069,11,PAID
2374525,46261,03/09/2023,3773,PAMGIRI,PDAM Menang Mataram,PDAM,46261,11,PAID
2374529,24599,03/09/2023,1453,PLN,PLN,PLN Pascabayar,24599,11,PAID
2374531,18246,03/09/2023,2935,PLN,PLN,PLN Pascabayar,18246,11,PAID
2374537,134388,03/09/2023,19608,PLN,PLN,PLN Pascabayar,134388,11,PAID
2374544,84147,03/09/2023,3773,PLN,PLN,PLN Pascabayar,84147,11,PAID
2374557,168542,03/09/2023,21259,PLN,PLN,PLN Pascabayar,168542,11,PAID
2374561,55492,03/09/2023,3773,PLN,PLN,PLN Pascabayar,55492,11,PAID
2374588,220961,03/09/2023,3210,PLN,PLN,PLN Pascabayar,220961,11,PAID
2374591,20227,03/09/2023,2217,PLN,PLN,PLN Pascabayar,20227,11,PAID
2374597,35761,03/09/2023,3210,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2374608,420712,03/09/2023,3773,PLN,PLN,PLN Pascabayar,420712,11,PAID
2374609,428861,03/09/2023,3773,TELKOM,Telkom,Telkom,428861,11,PAID
2374615,53800,03/09/2023,3210,PLN,PLN,PLN Pascabayar,53800,11,PAID
2374618,537483,03/09/2023,3773,PLN,PLN,PLN Pascabayar,537483,11,PAID
2374644,21744,03/09/2023,1899,PLN,PLN,PLN Pascabayar,21744,11,PAID
2374661,50393,03/09/2023,3773,PLN,PLN,PLN Pascabayar,50393,11,PAID
2374666,60454,03/09/2023,3773,PLN,PLN,PLN Pascabayar,60454,11,PAID
2374674,66179,03/09/2023,19990,PLN,PLN,PLN Pascabayar,66179,11,PAID
2374678,13537,03/09/2023,5006,PLN,PLN,PLN Pascabayar,13537,11,PAID
2374687,118534,03/09/2023,3773,PLN,PLN,PLN Pascabayar,118534,11,PAID
2374750,45417,03/09/2023,19650,PLN,PLN,PLN Pascabayar,45417,11,PAID
2374765,46577,03/09/2023,3773,PLN,PLN,PLN Pascabayar,46577,11,PAID
2374769,41992,03/09/2023,3773,PLN,PLN,PLN Pascabayar,41992,11,PAID
2374776,7056,03/09/2023,3773,PLN,PLN,PLN Pascabayar,7056,11,PAID
2374789,35761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2374803,18342,03/09/2023,3773,PLN,PLN,PLN Pascabayar,18342,11,PAID
2374820,43571,03/09/2023,3773,PAMKMGL,PDAM Kab. Magelang,PDAM,43571,11,PAID
2374823,80147,03/09/2023,3773,PLN,PLN,PLN Pascabayar,80147,11,PAID
2374827,35761,03/09/2023,3773,BPJSKS,BPJS Kesehatan,BPJS,35761,11,PAID
2374829,85291,03/09/2023,3773,PLN,PLN,PLN Pascabayar,85291,11,PAID
2374861,122914,03/09/2023,3773,PLN,PLN,PLN Pascabayar,122914,11,PAID
2374862,11451,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,11451,11,PAID
2374863,31151,03/09/2023,3773,PAMSBY,PDAM Surabaya,PDAM,31151,11,PAID
2374867,57985,03/09/2023,3773,PLN,PLN,PLN Pascabayar,57985,11,PAID
2374873,352060,03/09/2023,4442,PLN,PLN,PLN Pascabayar,352060,11,PAID
