id,customer_id,type,nominal,balance,description,created_at,updated_at,unique_id,tgl_transaksi,kode_transaksi,type_transaksi,kategori_transaksi
54473359,4321,+,2000702,3094147,#260280 Deposit Saldo Rp 2.000.702 Melalui Bank BCA By Sistem,2023-09-06T15:18:05.000+08:00,2023-09-06T15:18:05.000+08:00,,06/09/2023,,,Deposit
54473358,18988,+,225839,231527,#260282 Deposit Saldo Rp 225.839 Melalui Bank BCA By Sistem,2023-09-06T15:18:05.000+08:00,2023-09-06T15:18:05.000+08:00,,06/09/2023,,,Deposit
54473353,18920,+,4100423,4723281,#260279 Deposit Saldo Rp 4.100.423 Melalui Bank BRI By Sistem,2023-09-06T15:17:14.000+08:00,2023-09-06T15:17:14.000+08:00,,06/09/2023,,,Deposit
54473322,4692,+,1000292,4194638,#260278 Deposit Saldo Rp 1.000.292 Melalui Bank BNI By Sistem,2023-09-06T15:10:10.000+08:00,2023-09-06T15:10:10.000+08:00,,06/09/2023,,,Deposit
54473302,4692,+,100364,3194346,#260276 Deposit Saldo Rp 100.364 Melalui Bank Mandiri By Sistem,2023-09-06T15:04:54.000+08:00,2023-09-06T15:04:54.000+08:00,,06/09/2023,,,Deposit
54473297,18957,+,500335,1189635,#260277 Deposit Saldo Rp 500.335 Melalui Bank BRI By Sistem,2023-09-06T15:04:07.000+08:00,2023-09-06T15:04:07.000+08:00,,06/09/2023,,,Deposit
54473296,28666,+,1000506,1157616,#260274 Deposit Saldo Rp 1.000.506 Melalui Bank BRI By Sistem,2023-09-06T15:04:07.000+08:00,2023-09-06T15:04:07.000+08:00,,06/09/2023,,,Deposit
54473264,20387,+,5000365,5726075,#260275 Deposit Saldo Rp 5.000.365 Melalui Bank BNI By Sistem,2023-09-06T14:59:56.000+08:00,2023-09-06T14:59:56.000+08:00,,06/09/2023,,,Deposit
54473217,19955,+,500403,855185,#260273 Deposit Saldo Rp 500.403 Melalui Bank Mandiri By Sistem,2023-09-06T14:48:57.000+08:00,2023-09-06T14:48:57.000+08:00,,06/09/2023,,,Deposit
54473193,3773,+,50000201,132081189,#260272 Deposit Saldo Rp 50.000.201 Melalui Bank BCA By Sistem,2023-09-06T14:45:01.000+08:00,2023-09-06T14:45:01.000+08:00,,06/09/2023,,,Deposit
54473191,2558,+,475651,900358,#260271 Deposit Saldo Rp 475.651 Melalui Bank BNI By Sistem,2023-09-06T14:44:39.000+08:00,2023-09-06T14:44:39.000+08:00,,06/09/2023,,,Deposit
54473184,1899,+,8500772,9930159,#260270 Deposit Saldo Rp 8.500.772 Melalui Bank BRI By Sistem,2023-09-06T14:43:34.000+08:00,2023-09-06T14:43:34.000+08:00,,06/09/2023,,,Deposit
54473154,3773,+,175761,82080988,#2386082 Refund Trx BPJSKS.8888801966165323,2023-09-06T14:34:16.000+08:00,2023-09-06T14:34:16.000+08:00,,06/09/2023,,,Refund
54473142,19577,+,1000774,1378114,#260269 Deposit Saldo Rp 1.000.774 Melalui Bank BRI By Sistem,2023-09-06T14:31:30.000+08:00,2023-09-06T14:31:30.000+08:00,,06/09/2023,,,Deposit
54473095,4983,+,1000365,1141927,#260268 Deposit Saldo Rp 1.000.365 Melalui Bank BCA By Sistem,2023-09-06T14:22:55.000+08:00,2023-09-06T14:22:55.000+08:00,,06/09/2023,,,Deposit
54472982,3873,+,1600940,2013928,#260267 Deposit Saldo Rp 1.600.940 Melalui Bank BRI By Sistem,2023-09-06T14:00:47.000+08:00,2023-09-06T14:00:47.000+08:00,,06/09/2023,,,Deposit
54472955,3495,+,500144,675584,#260266 Deposit Saldo Rp 500.144 Melalui Bank BNI By Sistem,2023-09-06T13:57:03.000+08:00,2023-09-06T13:57:03.000+08:00,,06/09/2023,,,Deposit
54472950,24242,+,1500522,1635180,#260265 Deposit Saldo Rp 1.500.522 Melalui Bank BCA By Sistem,2023-09-06T13:53:44.000+08:00,2023-09-06T13:53:44.000+08:00,,06/09/2023,,,Deposit
54472915,5451,+,1000450,4421283,#260264 Deposit Saldo Rp 1.000.450 Melalui Bank BRI By Sistem,2023-09-06T13:45:31.000+08:00,2023-09-06T13:45:31.000+08:00,,06/09/2023,,,Deposit
54472913,5011,+,150592,1023440,#260263 Deposit Saldo Rp 150.592 Melalui Bank BRI By Sistem,2023-09-06T13:45:29.000+08:00,2023-09-06T13:45:29.000+08:00,,06/09/2023,,,Deposit
54472893,3,+,500111,4621189,#260262 Deposit Saldo Rp 500.111 Melalui Bank BRI By Sistem,2023-09-06T13:40:17.000+08:00,2023-09-06T13:40:17.000+08:00,,06/09/2023,,,Deposit
54472839,19353,+,500301,580466,#260261 Deposit Saldo Rp 500.301 Melalui Bank BRI By Sistem,2023-09-06T13:30:05.000+08:00,2023-09-06T13:30:05.000+08:00,,06/09/2023,,,Deposit
54472827,2345,+,300242,2008880,Deposit Saldo Rp 300.242 Melalui Bank BCA #259855,2023-09-06T13:28:44.000+08:00,2023-09-06T13:28:44.000+08:00,,06/09/2023,,,Deposit
54472815,19577,+,720164,1026715,#260260 Deposit Saldo Rp 720.164 Melalui Bank BRI By Sistem,2023-09-06T13:24:58.000+08:00,2023-09-06T13:24:58.000+08:00,,06/09/2023,,,Deposit
54472793,19463,+,1000579,1084778,#260259 Deposit Saldo Rp 1.000.579 Melalui Bank BCA By Sistem,2023-09-06T13:20:31.000+08:00,2023-09-06T13:20:31.000+08:00,,06/09/2023,,,Deposit
54472789,18957,+,500286,755469,#260258 Deposit Saldo Rp 500.286 Melalui Bank BRI By Sistem,2023-09-06T13:19:51.000+08:00,2023-09-06T13:19:51.000+08:00,,06/09/2023,,,Deposit
54472731,5011,+,350725,1670848,#260257 Deposit Saldo Rp 350.725 Melalui Bank BRI By Sistem,2023-09-06T13:04:34.000+08:00,2023-09-06T13:04:34.000+08:00,,06/09/2023,,,Deposit
54472680,22811,+,1000527,1097338,#260256 Deposit Saldo Rp 1.000.527 Melalui Bank BCA By Sistem,2023-09-06T12:54:53.000+08:00,2023-09-06T12:54:53.000+08:00,,06/09/2023,,,Deposit
54472679,6344,+,250887,392301,#260255 Deposit Saldo Rp 250.887 Melalui Bank BCA By Sistem,2023-09-06T12:54:53.000+08:00,2023-09-06T12:54:53.000+08:00,,06/09/2023,,,Deposit
54472613,28875,+,149,149,Return Unique Code dari Invoice INV#39123,2023-09-06T12:44:14.000+08:00,2023-09-06T12:44:14.000+08:00,,06/09/2023,,,Refund
54472560,21493,+,250787,629256,#260254 Deposit Saldo Rp 250.787 Melalui Bank BRI By Sistem,2023-09-06T12:34:04.000+08:00,2023-09-06T12:34:04.000+08:00,,06/09/2023,,,Deposit
54472525,20068,+,139534,755022,#260252 Deposit Saldo Rp 139.534 Melalui Bank BRI By Sistem,2023-09-06T12:29:03.000+08:00,2023-09-06T12:29:03.000+08:00,,06/09/2023,,,Deposit
54472524,24316,+,157919,279330,#260253 Deposit Saldo Rp 157.919 Melalui Bank BRI By Sistem,2023-09-06T12:29:03.000+08:00,2023-09-06T12:29:03.000+08:00,,06/09/2023,,,Deposit
54472470,3380,+,100286,588237,#260248 Deposit Saldo Rp 100.286 Melalui Bank Mandiri By Sistem,2023-09-06T12:20:06.000+08:00,2023-09-06T12:20:06.000+08:00,,06/09/2023,,,Deposit
54472461,19902,+,186814,201476,#260250 Deposit Saldo Rp 186.814 Melalui Bank BRI By Sistem,2023-09-06T12:18:51.000+08:00,2023-09-06T12:18:51.000+08:00,,06/09/2023,,,Deposit
54472426,3287,+,250592,1330971,#260247 Deposit Saldo Rp 250.592 Melalui Bank BRI By Sistem,2023-09-06T12:10:02.000+08:00,2023-09-06T12:10:02.000+08:00,,06/09/2023,,,Deposit
54472406,3287,+,679285,1177114,#260246 Deposit Saldo Rp 679.285 Melalui Bank BCA By Sistem,2023-09-06T12:03:56.000+08:00,2023-09-06T12:03:56.000+08:00,,06/09/2023,,,Deposit
54472382,3741,+,2000119,2293737,#260245 Deposit Saldo Rp 2.000.119 Melalui Bank BRI By Sistem,2023-09-06T11:59:41.000+08:00,2023-09-06T11:59:41.000+08:00,,06/09/2023,,,Deposit
54472355,25234,+,500290,1380038,#260244 Deposit Saldo Rp 500.290 Melalui Bank BRI By Sistem,2023-09-06T11:54:35.000+08:00,2023-09-06T11:54:35.000+08:00,,06/09/2023,,,Deposit
54472330,5011,+,750862,1320123,#260243 Deposit Saldo Rp 750.862 Melalui Bank BRI By Sistem,2023-09-06T11:49:21.000+08:00,2023-09-06T11:49:21.000+08:00,,06/09/2023,,,Deposit
54472313,20103,+,200916,371813,#260242 Deposit Saldo Rp 200.916 Melalui Bank BRI By Sistem,2023-09-06T11:44:10.000+08:00,2023-09-06T11:44:10.000+08:00,,06/09/2023,,,Deposit
54472311,24594,+,700578,800911,#260241 Deposit Saldo Rp 700.578 Melalui Bank BRI By Sistem,2023-09-06T11:44:07.000+08:00,2023-09-06T11:44:07.000+08:00,,06/09/2023,,,Deposit
54472305,28580,+,1000597,1001476,Deposit Saldo Rp 1.000.597 Melalui Bank BRI #260230,2023-09-06T11:43:31.000+08:00,2023-09-06T11:43:31.000+08:00,,06/09/2023,,,Deposit
54472298,4442,+,1500387,1856414,#260240 Deposit Saldo Rp 1.500.387 Melalui Bank Mandiri By Sistem,2023-09-06T11:42:30.000+08:00,2023-09-06T11:42:30.000+08:00,,06/09/2023,,,Deposit
54472275,4500,+,250578,534142,#260239 Deposit Saldo Rp 250.578 Melalui Bank BRI By Sistem,2023-09-06T11:39:00.000+08:00,2023-09-06T11:39:00.000+08:00,,06/09/2023,,,Deposit
54472271,28449,+,294,294,Return Unique Code dari Invoice INV#38945,2023-09-06T11:38:21.000+08:00,2023-09-06T11:38:21.000+08:00,,06/09/2023,,,Refund
54472260,5451,+,700485,3899457,#260237 Deposit Saldo Rp 700.485 Melalui Bank Mandiri By Sistem,2023-09-06T11:34:55.000+08:00,2023-09-06T11:34:55.000+08:00,,06/09/2023,,,Deposit
54472253,19990,+,350373,1231559,#260236 Deposit Saldo Rp 350.373 Melalui Bank BRI By Sistem,2023-09-06T11:33:47.000+08:00,2023-09-06T11:33:47.000+08:00,,06/09/2023,,,Deposit
54472252,5451,+,900466,3198972,#260238 Deposit Saldo Rp 900.466 Melalui Bank BRI By Sistem,2023-09-06T11:33:47.000+08:00,2023-09-06T11:33:47.000+08:00,,06/09/2023,,,Deposit
54472227,25234,+,417818,890538,#260235 Deposit Saldo Rp 417.818 Melalui Bank Mandiri By Sistem,2023-09-06T11:29:57.000+08:00,2023-09-06T11:29:57.000+08:00,,06/09/2023,,,Deposit
54472218,21107,+,130527,234599,#260234 Deposit Saldo Rp 130.527 Melalui Bank BRI By Sistem,2023-09-06T11:28:45.000+08:00,2023-09-06T11:28:45.000+08:00,,06/09/2023,,,Deposit
54472145,26007,+,140514,177294,#260231 Deposit Saldo Rp 140.514 Melalui Bank BNI By Sistem,2023-09-06T11:08:42.000+08:00,2023-09-06T11:08:42.000+08:00,,06/09/2023,,,Deposit
54472121,21259,+,7000860,12141332,#260229 Deposit Saldo Rp 7.000.860 Melalui Bank BRI By Sistem,2023-09-06T11:03:14.000+08:00,2023-09-06T11:03:14.000+08:00,,06/09/2023,,,Deposit
54472017,744,+,500861,1629503,#260228 Deposit Saldo Rp 500.861 Melalui Bank BRI By Sistem,2023-09-06T10:42:51.000+08:00,2023-09-06T10:42:51.000+08:00,,06/09/2023,,,Deposit
54471957,2935,+,1400872,1506793,#260227 Deposit Saldo Rp 1.400.872 Melalui Bank BRI By Sistem,2023-09-06T10:32:24.000+08:00,2023-09-06T10:32:24.000+08:00,,06/09/2023,,,Deposit
54471956,2548,+,140947,226375,#260226 Deposit Saldo Rp 140.947 Melalui Bank BRI By Sistem,2023-09-06T10:32:23.000+08:00,2023-09-06T10:32:23.000+08:00,,06/09/2023,,,Deposit
54471899,19577,+,1000205,1483880,#260225 Deposit Saldo Rp 1.000.205 Melalui Bank Mandiri By Sistem,2023-09-06T10:22:32.000+08:00,2023-09-06T10:22:32.000+08:00,,06/09/2023,,,Deposit
54471875,18957,+,300845,552229,#260224 Deposit Saldo Rp 300.845 Melalui Bank BRI By Sistem,2023-09-06T10:17:15.000+08:00,2023-09-06T10:17:15.000+08:00,,06/09/2023,,,Deposit
54471841,18957,+,400724,411935,#260223 Deposit Saldo Rp 400.724 Melalui Bank BRI By Sistem,2023-09-06T10:12:08.000+08:00,2023-09-06T10:12:08.000+08:00,,06/09/2023,,,Deposit
54471796,120,+,500311,1845349,#260222 Deposit Saldo Rp 500.311 Melalui Bank BRI By Sistem,2023-09-06T10:01:55.000+08:00,2023-09-06T10:01:55.000+08:00,,06/09/2023,,,Deposit
54471770,3287,+,630264,1439746,#260221 Deposit Saldo Rp 630.264 Melalui Bank BCA By Sistem,2023-09-06T09:57:45.000+08:00,2023-09-06T09:57:45.000+08:00,,06/09/2023,,,Deposit
54471764,3287,+,300781,809482,#260220 Deposit Saldo Rp 300.781 Melalui Bank BRI By Sistem,2023-09-06T09:56:51.000+08:00,2023-09-06T09:56:51.000+08:00,,06/09/2023,,,Deposit
54471763,20733,+,2000869,2813774,#260219 Deposit Saldo Rp 2.000.869 Melalui Bank BRI By Sistem,2023-09-06T09:56:50.000+08:00,2023-09-06T09:56:50.000+08:00,,06/09/2023,,,Deposit
54471733,2904,+,500831,942804,#260218 Deposit Saldo Rp 500.831 Melalui Bank BRI By Sistem,2023-09-06T09:51:43.000+08:00,2023-09-06T09:51:43.000+08:00,,06/09/2023,,,Deposit
54471701,20030,+,100996,101035,#260216 Deposit Saldo Rp 100.996 Melalui Bank BCA By Sistem,2023-09-06T09:46:47.000+08:00,2023-09-06T09:46:47.000+08:00,,06/09/2023,,,Deposit
54471700,19990,+,600531,1004858,#260217 Deposit Saldo Rp 600.531 Melalui Bank BRI By Sistem,2023-09-06T09:46:43.000+08:00,2023-09-06T09:46:43.000+08:00,,06/09/2023,,,Deposit
54471698,19577,+,1000711,1077530,#260215 Deposit Saldo Rp 1.000.711 Melalui Bank BRI By Sistem,2023-09-06T09:46:36.000+08:00,2023-09-06T09:46:36.000+08:00,,06/09/2023,,,Deposit
54471677,2060,+,1000692,1282820,#260213 Deposit Saldo Rp 1.000.692 Melalui Bank BCA By Sistem,2023-09-06T09:43:13.000+08:00,2023-09-06T09:43:13.000+08:00,,06/09/2023,,,Deposit
54471676,22193,+,100778,200783,#260214 Deposit Saldo Rp 100.778 Melalui Bank BCA By Sistem,2023-09-06T09:43:13.000+08:00,2023-09-06T09:43:13.000+08:00,,06/09/2023,,,Deposit
54471623,1348,+,200456,288939,#260212 Deposit Saldo Rp 200.456 Melalui Bank BRI By Sistem,2023-09-06T09:36:35.000+08:00,2023-09-06T09:36:35.000+08:00,,06/09/2023,,,Deposit
54471598,4369,+,200133,310968,#260210 Deposit Saldo Rp 200.133 Melalui Bank BCA By Sistem,2023-09-06T09:32:27.000+08:00,2023-09-06T09:32:27.000+08:00,,06/09/2023,,,Deposit
54471591,20689,+,1000891,1510804,#260209 Deposit Saldo Rp 1.000.891 Melalui Bank BNI By Sistem,2023-09-06T09:31:54.000+08:00,2023-09-06T09:31:54.000+08:00,,06/09/2023,,,Deposit
54471586,28454,+,1500347,1702716,#260211 Deposit Saldo Rp 1.500.347 Melalui Bank BRI By Sistem,2023-09-06T09:31:32.000+08:00,2023-09-06T09:31:32.000+08:00,,06/09/2023,,,Deposit
54471515,22869,+,1000512,1479453,#260208 Deposit Saldo Rp 1.000.512 Melalui Bank BRI By Sistem,2023-09-06T09:16:22.000+08:00,2023-09-06T09:16:22.000+08:00,,06/09/2023,,,Deposit
54471469,20890,+,1000938,2423295,#260207 Deposit Saldo Rp 1.000.938 Melalui Bank BRI By Sistem,2023-09-06T09:06:15.000+08:00,2023-09-06T09:06:15.000+08:00,,06/09/2023,,,Deposit
54471454,2037,+,1000791,1213282,#260206 Deposit Saldo Rp 1.000.791 Melalui Bank BCA By Sistem,2023-09-06T09:03:37.000+08:00,2023-09-06T09:03:37.000+08:00,,06/09/2023,,,Deposit
54471442,14,+,250488,305507,#260205 Deposit Saldo Rp 250.488 Melalui Bank BNI By Sistem,2023-09-06T09:01:23.000+08:00,2023-09-06T09:01:23.000+08:00,,06/09/2023,,,Deposit
54471440,1077,+,2650674,4087780,#260204 Deposit Saldo Rp 2.650.674 Melalui Bank BRI By Sistem,2023-09-06T09:01:09.000+08:00,2023-09-06T09:01:09.000+08:00,,06/09/2023,,,Deposit
54471439,2831,+,300409,589723,#260201 Deposit Saldo Rp 300.409 Melalui Bank BRI By Sistem,2023-09-06T09:01:09.000+08:00,2023-09-06T09:01:09.000+08:00,,06/09/2023,,,Deposit
54471390,3026,+,300917,323310,#260203 Deposit Saldo Rp 300.917 Melalui Bank Mandiri By Sistem,2023-09-06T08:54:49.000+08:00,2023-09-06T08:54:49.000+08:00,,06/09/2023,,,Deposit
54471313,1760,+,500831,628505,#260202 Deposit Saldo Rp 500.831 Melalui Bank Mandiri By Sistem,2023-09-06T08:42:40.000+08:00,2023-09-06T08:42:40.000+08:00,,06/09/2023,,,Deposit
54471203,4927,+,1000188,1374944,#260200 Deposit Saldo Rp 1.000.188 Melalui Bank BCA By Sistem,2023-09-06T08:27:27.000+08:00,2023-09-06T08:27:27.000+08:00,,06/09/2023,,,Deposit
54471183,799,+,500885,707465,#260199 Deposit Saldo Rp 500.885 Melalui Bank BRI By Sistem,2023-09-06T08:24:44.000+08:00,2023-09-06T08:24:44.000+08:00,,06/09/2023,,,Deposit
54471182,20241,+,300992,332740,#260198 Deposit Saldo Rp 300.992 Melalui Bank BRI By Sistem,2023-09-06T08:24:44.000+08:00,2023-09-06T08:24:44.000+08:00,,06/09/2023,,,Deposit
54471159,28916,+,537,537,Return Unique Code dari Invoice INV#39098,2023-09-06T08:20:22.000+08:00,2023-09-06T08:20:22.000+08:00,,06/09/2023,,,Refund
54471099,1272,+,287693,392116,#260197 Deposit Saldo Rp 287.693 Melalui Bank BNI By Sistem,2023-09-06T08:08:02.000+08:00,2023-09-06T08:08:02.000+08:00,,06/09/2023,,,Deposit
54471061,18988,+,178696,212588,#260196 Deposit Saldo Rp 178.696 Melalui Bank BCA By Sistem,2023-09-06T07:58:52.000+08:00,2023-09-06T07:58:52.000+08:00,,06/09/2023,,,Deposit
54471010,20588,+,500240,717707,#260193 Deposit Saldo Rp 500.240 Melalui Bank BCA By Sistem,2023-09-06T07:48:04.000+08:00,2023-09-06T07:48:04.000+08:00,,06/09/2023,,,Deposit
54470958,4584,+,300530,704842,#260181 Deposit Saldo Rp 300.530 Melalui Bank BCA By Sistem,2023-09-06T07:41:01.000+08:00,2023-09-06T07:41:01.000+08:00,,06/09/2023,,,Deposit
54470957,6232,+,300496,336781,#260185 Deposit Saldo Rp 300.496 Melalui Bank BCA By Sistem,2023-09-06T07:41:01.000+08:00,2023-09-06T07:41:01.000+08:00,,06/09/2023,,,Deposit
54470956,6646,+,1000415,1815558,#260177 Deposit Saldo Rp 1.000.415 Melalui Bank BCA By Sistem,2023-09-06T07:41:01.000+08:00,2023-09-06T07:41:01.000+08:00,,06/09/2023,,,Deposit
54470955,28915,+,847,847,Return Unique Code dari Invoice INV#39096,2023-09-06T07:41:00.000+08:00,2023-09-06T07:41:00.000+08:00,,06/09/2023,,,Refund
54470939,3,+,1200375,4334823,#260192 Deposit Saldo Rp 1.200.375 Melalui Bank BRI By Sistem,2023-09-06T07:37:32.000+08:00,2023-09-06T07:37:32.000+08:00,,06/09/2023,,,Deposit
54470877,2060,+,500672,540523,#260191 Deposit Saldo Rp 500.672 Melalui Bank BRI By Sistem,2023-09-06T07:27:29.000+08:00,2023-09-06T07:27:29.000+08:00,,06/09/2023,,,Deposit
54470841,3830,+,1900128,1974229,#260190 Deposit Saldo Rp 1.900.128 Melalui Bank BRI By Sistem,2023-09-06T07:22:30.000+08:00,2023-09-06T07:22:30.000+08:00,,06/09/2023,,,Deposit
54470840,4162,+,150247,288273,#260187 Deposit Saldo Rp 150.247 Melalui Bank BRI By Sistem,2023-09-06T07:22:24.000+08:00,2023-09-06T07:22:24.000+08:00,,06/09/2023,,,Deposit
54470829,22439,+,500936,541837,#260188 Deposit Saldo Rp 500.936 Melalui Bank Mandiri By Sistem,2023-09-06T07:20:30.000+08:00,2023-09-06T07:20:30.000+08:00,,06/09/2023,,,Deposit
54470785,22537,+,1000148,2736208,#260186 Deposit Saldo Rp 1.000.148 Melalui Bank Mandiri By Sistem,2023-09-06T07:12:50.000+08:00,2023-09-06T07:12:50.000+08:00,,06/09/2023,,,Deposit
54470780,4162,+,100267,138026,#260184 Deposit Saldo Rp 100.267 Melalui Bank BRI By Sistem,2023-09-06T07:12:04.000+08:00,2023-09-06T07:12:04.000+08:00,,06/09/2023,,,Deposit
54470701,20733,+,3000217,3001586,#260182 Deposit Saldo Rp 3.000.217 Melalui Bank BRI By Sistem,2023-09-06T06:57:23.000+08:00,2023-09-06T06:57:23.000+08:00,,06/09/2023,,,Deposit
54470480,22161,+,250645,1306181,#260180 Deposit Saldo Rp 250.645 Melalui Bank BRI By Sistem,2023-09-06T06:04:00.000+08:00,2023-09-06T06:04:00.000+08:00,,06/09/2023,,,Deposit
54470425,4499,+,100330,107040,#260179 Deposit Saldo Rp 100.330 Melalui Bank BRI By Sistem,2023-09-06T05:44:41.000+08:00,2023-09-06T05:44:41.000+08:00,,06/09/2023,,,Deposit
54470319,54,+,150168,155085,#260176 Deposit Saldo Rp 150.168 Melalui Bank BCA By Sistem,2023-09-06T03:51:47.000+08:00,2023-09-06T03:51:47.000+08:00,,06/09/2023,,,Deposit
54470308,28909,+,299,299,Return Unique Code dari Invoice INV#39090,2023-09-06T02:33:11.000+08:00,2023-09-06T02:33:11.000+08:00,,06/09/2023,,,Refund
54470288,28908,+,672,672,Return Unique Code dari Invoice INV#39087,2023-09-06T01:23:48.000+08:00,2023-09-06T01:23:48.000+08:00,,06/09/2023,,,Refund
54470267,28906,+,956,956,Return Unique Code dari Invoice INV#39086,2023-09-05T23:27:53.000+08:00,2023-09-05T23:27:53.000+08:00,,05/09/2023,,,Refund
54470216,28903,+,408,408,Return Unique Code dari Invoice INV#39083,2023-09-05T22:41:39.000+08:00,2023-09-05T22:41:39.000+08:00,,05/09/2023,,,Refund
54470147,25102,+,100738,598653,#260175 Deposit Saldo Rp 100.738 Melalui Bank BRI By Sistem,2023-09-05T22:04:55.000+08:00,2023-09-05T22:04:55.000+08:00,,05/09/2023,,,Deposit
54469958,5663,+,1000898,1193194,#260174 Deposit Saldo Rp 1.000.898 Melalui Bank BCA By Sistem,2023-09-05T21:45:45.000+08:00,2023-09-05T21:45:45.000+08:00,,05/09/2023,,,Deposit
54469932,19353,+,300345,466525,#260173 Deposit Saldo Rp 300.345 Melalui Bank BRI By Sistem,2023-09-05T21:38:26.000+08:00,2023-09-05T21:38:26.000+08:00,,05/09/2023,,,Deposit
54469895,21528,+,250138,468349,#260172 Deposit Saldo Rp 250.138 Melalui Bank BCA By Sistem,2023-09-05T21:28:04.000+08:00,2023-09-05T21:28:04.000+08:00,,05/09/2023,,,Deposit
54469873,2601,+,300598,327642,#260170 Deposit Saldo Rp 300.598 Melalui Bank BCA By Sistem,2023-09-05T21:23:42.000+08:00,2023-09-05T21:23:42.000+08:00,,05/09/2023,,,Deposit
54469868,120,+,1000262,1574619,#260171 Deposit Saldo Rp 1.000.262 Melalui Bank BRI By Sistem,2023-09-05T21:23:04.000+08:00,2023-09-05T21:23:04.000+08:00,,05/09/2023,,,Deposit
54469862,5595,+,1000718,1013727,#260168 Deposit Saldo Rp 1.000.718 Melalui Bank Mandiri By Sistem,2023-09-05T21:21:39.000+08:00,2023-09-05T21:21:39.000+08:00,,05/09/2023,,,Deposit
54469852,4369,+,170571,248925,#260169 Deposit Saldo Rp 170.571 Melalui Bank BCA By Sistem,2023-09-05T21:19:09.000+08:00,2023-09-05T21:19:09.000+08:00,,05/09/2023,,,Deposit
54469844,19577,+,2000622,2243640,#260166 Deposit Saldo Rp 2.000.622 Melalui Bank BRI By Sistem,2023-09-05T21:17:46.000+08:00,2023-09-05T21:17:46.000+08:00,,05/09/2023,,,Deposit
54469833,3062,+,1300390,2266625,#260167 Deposit Saldo Rp 1.300.390 Melalui Bank BNI By Sistem,2023-09-05T21:15:45.000+08:00,2023-09-05T21:15:45.000+08:00,,05/09/2023,,,Deposit
54469829,4677,+,200777,234456,Deposit Saldo Rp 200.777 Melalui Bank BRI #260126,2023-09-05T21:13:57.000+08:00,2023-09-05T21:13:57.000+08:00,,05/09/2023,,,Deposit
54469806,799,+,500438,686280,#260165 Deposit Saldo Rp 500.438 Melalui Bank BRI By Sistem,2023-09-05T21:07:15.000+08:00,2023-09-05T21:07:15.000+08:00,,05/09/2023,,,Deposit
54469790,28897,+,443,443,Return Unique Code dari Invoice INV#38944,2023-09-05T21:05:25.000+08:00,2023-09-05T21:05:25.000+08:00,,05/09/2023,,,Refund
54469789,26744,+,100565,101272,#260163 Deposit Saldo Rp 100.565 Melalui Bank BNI By Sistem,2023-09-05T21:05:21.000+08:00,2023-09-05T21:05:21.000+08:00,,05/09/2023,,,Deposit
54469766,21259,+,7000370,11876739,#260162 Deposit Saldo Rp 7.000.370 Melalui Bank BRI By Sistem,2023-09-05T21:01:56.000+08:00,2023-09-05T21:01:56.000+08:00,,05/09/2023,,,Deposit
54469756,3929,+,500168,881367,#260164 Deposit Saldo Rp 500.168 Melalui Bank BCA By Sistem,2023-09-05T21:00:30.000+08:00,2023-09-05T21:00:30.000+08:00,,05/09/2023,,,Deposit
54469755,28895,+,505,505,Return Unique Code dari Invoice INV#38942,2023-09-05T21:00:29.000+08:00,2023-09-05T21:00:29.000+08:00,,05/09/2023,,,Refund
54469722,25189,+,500294,507606,#260161 Deposit Saldo Rp 500.294 Melalui Bank BNI By Sistem,2023-09-05T20:55:10.000+08:00,2023-09-05T20:55:10.000+08:00,,05/09/2023,,,Deposit
54469702,3287,+,550740,2806029,#260160 Deposit Saldo Rp 550.740 Melalui Bank BRI By Sistem,2023-09-05T20:51:32.000+08:00,2023-09-05T20:51:32.000+08:00,,05/09/2023,,,Deposit
54469701,6344,+,200265,301719,#260159 Deposit Saldo Rp 200.265 Melalui Bank BCA By Sistem,2023-09-05T20:50:58.000+08:00,2023-09-05T20:50:58.000+08:00,,05/09/2023,,,Deposit
54469700,3270,+,500884,551241,#260158 Deposit Saldo Rp 500.884 Melalui Bank BCA By Sistem,2023-09-05T20:50:57.000+08:00,2023-09-05T20:50:57.000+08:00,,05/09/2023,,,Deposit
54469675,20624,+,250965,267870,#260157 Deposit Saldo Rp 250.965 Melalui Bank BCA By Sistem,2023-09-05T20:46:52.000+08:00,2023-09-05T20:46:52.000+08:00,,05/09/2023,,,Deposit
54469671,27758,+,1000249,1001041,#260156 Deposit Saldo Rp 1.000.249 Melalui Bank BRI By Sistem,2023-09-05T20:46:13.000+08:00,2023-09-05T20:46:13.000+08:00,,05/09/2023,,,Deposit
54469670,22647,+,200447,238239,#260155 Deposit Saldo Rp 200.447 Melalui Bank BRI By Sistem,2023-09-05T20:46:13.000+08:00,2023-09-05T20:46:13.000+08:00,,05/09/2023,,,Deposit
54469579,22951,+,450809,827917,#260154 Deposit Saldo Rp 450.809 Melalui Bank BRI By Sistem,2023-09-05T20:30:32.000+08:00,2023-09-05T20:30:32.000+08:00,,05/09/2023,,,Deposit
54469551,25090,+,704653,1683325,#260153 Deposit Saldo Rp 704.653 Melalui Bank BCA By Sistem,2023-09-05T20:26:33.000+08:00,2023-09-05T20:26:33.000+08:00,,05/09/2023,,,Deposit
54469511,2,+,25000685,46507654,#260151 Deposit Saldo Rp 25.000.685 Melalui Bank BRI By Sistem,2023-09-05T20:19:56.000+08:00,2023-09-05T20:19:56.000+08:00,,05/09/2023,,,Deposit
